tconst,primaryTitle,Language,Country,plot,genres,lead_actors_ids,startYear,runtimeMinutes,numVotes,averageRating,budget,BoxOffice
tt7339792,Unbroken: Path to Redemption,English,United States,"Based on Laura Hillenbrand's bestselling book, the film begins where the movieUnbrokenconcludes, sharing the next chapter of the true story of Olympian and World War II veteranLouis Zamperini.[4]Haunted by nightmares of his torment, Louie sees himself as anything but a hero.[5]","['Biography', 'Drama', 'History']","['nm3211506', ' nm2278896', ' nm2092545', ' nm2077159', ' nm0024188']",2018,98,3757,5.8,6.0,6.2
tt0493264,Valley of the Wolves: Iraq,Turkish English Arabic German Kurdish,Turkey,"The film opens with a fictional depiction of a real-life incident, the ""Hood event"". On July 4, 2003, the Turkish soldiers believe they are receiving an ordinary visit from theirNATOallies, but a sudden change occurs, and 11 alliedTurkish special forcessoldiers and 13 civilians are arrested by Colonel Sam William Marshall (Billy Zane), in the northern Iraqi town ofSulaymaniyah. They are forced to wear hoods while in detention, and are released some time later.","['Action', 'Drama', 'War']","['nm1699093', ' nm0000708', ' nm1586095', ' nm1868654', ' nm1699178']",2006,122,19454,5.7,14.0,27.9
tt7334528,Uncle Drew,English,United States,"InHarlem, Dax Winslow is the underappreciated basketball coach of the Harlem Money and their star player, Casper Jones. Dax spends lavishly to keep both his girlfriend, Jess, and Casper happy, despite being a clerk atFoot Locker. During practice Mookie Bass, Dax's longtime rival, arrives and taunts him about the upcomingRucker Classic. In a dream sequence, it is revealed that Dax was an orphan who planned on becoming a basketball player, but was humiliated by Mookie after he had a shot blocked by him in their youth. The next day at work Casper demands expensive new shoes from Dax, who effectively bankrupts himself purchasing them. Despite this, Mookie successfully recruits Casper and the rest of Dax's team away from him, leading to a confrontation involving Dax forcibly trying to remove Casper's shoes that is filmed and shown onESPN. Due to this humiliation, Jess dumps him and kicks him out of her apartment.","['Comedy', 'Drama', 'Sport']","['nm4489994', ' nm2577076', ' nm0641944', ' nm0916357', ' nm0589185']",2018,103,17091,5.8,18.0,46.7
tt0494290,Vivah,Hindi,India,"Poonam is a middle-class girl living in the small town of Madhupur inMathura district,Uttar Pradesh. Her parents died in her childhood, and since then, her uncle Krishnakant has filled a father's void in her life. However, his wife Rama is jealous of Poonam's beauty and unable to accept her, driven by the fact that their own daughter Rajni is darker in complexion and not as fair-skinned as her cousin. Despite this, Rajni and Poonam are close and consider themselves sisters. Harish Chandra Bajpayee, a renowned businessman in New Delhi, has two sons: the married Sunil and the soft-spoken and well-educated Prem.","['Drama', 'Family', 'Musical']","['nm1372788', ' nm1182255', ' nm0451600', ' nm0622186', ' nm0084443']",2006,160,12109,6.7,0.96,5.952
tt0495074,Violent Streets,English,United States,"Frank is a jewel thief and ex-convict who was released fromJoliet Correctional CenterinJoliet, Illinois. With a pair ofChicagobusinesses, including a car lot, asfrontsfor his criminal enterprise, he sets out to fulfill the missing part of his life vision: a family with Jessie, a cashier he has begun dating.","['Action', 'Crime', 'Drama']","['nm0027947', ' nm0461985', ' nm0622409', ' nm0837420', ' nm0848533']",1974,96,606,6.9,5.5,11.5
tt0042004,Under Capricorn,English,United Kingdom,"In 1831,Sydneyis a frontier town, full of rough ex-convicts from theBritish Isles. The newGovernor,Sir Richard, arrives with his charming and cheery but indolent second cousin, the Honourable Charles Adare.","['Crime', 'Drama', 'Romance']","['nm0000006', ' nm0001072', ' nm0928697', ' nm0500364', ' nm0662116']",1949,117,8972,6.2,3.0,1.5
tt0497465,Vicky Cristina Barcelona,English Spanish,Spain United States,"Vicky and Cristina visitBarcelonafor the summer, staying with Vicky's distant relative Judy and her husband Mark. While the two are great friends, Vicky is practical and traditional in her approach to love and commitment and is engaged to the reliable Doug, whereas Cristina imagines herself to be a nonconformist, spontaneous but unsure of what she wants from life or love.","['Comedy', 'Drama', 'Romance']","['nm0356017', ' nm0424060', ' nm0000849', ' nm0919525', ' nm0582149']",2008,96,280554,7.1,15.0,96.0
tt7322816,Vunnadhi Okate Zindagi,Telugu,India,"The story revolves around five childhood friends Abhi, Vasu, Sai, Satish and Koushik. Abhi is a restaurant owner inMilan. He meets a girl named Shreya and becomes friends with her. Shreya falls in love with him and proposes to him, but Abhi declines. When Shreya asks why he narrates his flashback.",['Drama'],"['nm2433460', ' nm2433460', ' nm6783918', ' nm6783918', ' nm5194945']",2017,152,1646,6.4,1.8,2.4
tt1924277,Unit 7,Spanish,Spain,"Unit 7 has a tough assignment: to clean the most dangerous drug trafficking networks out of the city and bring an end to the corrosive power that has taken hold of the streets. A detail of four, the unit is led by Ángel, a young officer aspiring to the rank of detective, and Rafael, a violent, arrogant, yet efficient cop.","['Action', 'Crime', 'Drama']","['nm2182415', ' nm2068637', ' nm2654746', ' nm4705799', ' nm4716590']",2012,96,6662,6.5,3.85,2.64
tt0498249,Vertigo,French,France,"Young adults Fred (Nicolas Giraud), his girlfriend Karine and their friends Chloé (Fanny Valette), a nurse grappling with guilt after accidentally killing a young patient; Guillaume (Raphaël Lenglet), who harbors feelings for Chloé; and Loïc (Johan Libéreau), Chloé's unpopular boyfriend, travel toCroatiato climb and hike. They find the starting point closed off with rocks but experienced climber Fred convinces the others, including Chloé's boyfriend Loïc, to cross the track. The inexperienced Loïc is consistently paralyzed with fear, often needing encouragement from Chloé to continue. As their journey progresses, they realize that the trail is more dangerous than they had first thought: an unstable rope bridge collapses after their crossing, nearly killing Karine. With the  bridge gone, the group realizes that they cannot turn back, and Fred, feeling guilty after persuading the group to hike a closed-off trail, tells them that they need to go to the end as quickly as possible.","['Adventure', 'Romance']","['nm0953494', ' nm1758855', ' nm2053719', ' nm2546215', ' nm2785862']",2007,115,42,4.7,1.5,2.195
tt1931601,Venom,English,United States,"While exploring space for new habitable worlds, a probe belonging to the bio-engineering corporationLife Foundationdiscovers a comet covered insymbiotic lifeforms. The probe returns to Earth with four samples, but one escapes and causes the ship to crash inMiri. The Life Foundation transports the other three to their research facility inSan Francisco, where they discover that the symbiotes cannot survive without oxygen-breathing hosts, which often fatally reject the symbiosis. Investigative journalistEddie Brockreads about the human trials in a classified document in the possession of his fiancéeAnne Weying, an attorney preparing a lawsuit defense for the Life Foundation. Eddie confronts Life Foundation CEOCarlton Drakeabout the trials, leading to Eddie and Anne both losing their jobs and Anne ending her relationship with Eddie.",['Thriller'],"['nm0606637', ' nm2430394', ' nm1273864', ' nm2029298', ' nm1573086']",2011,92,268,2.7,0.0,0.001
tt0195379,Velvet Smooth,English,United States,"Somebody's running a takeover on crime lord King Lathrop's (Owen Watson) operation using goons in undistinguished full-face masks. Clueless, King Lathrop calls private detective Velvet Smooth (Johnnie Hill) for help. With the help of her friends Ria (Elsie Roman), a lawyer, and Frankie (René Van Clief), she infiltrates the criminal underworld to investigate.","['Crime', 'Drama', 'Mystery']","['nm0384412', ' nm0914818', ' nm0095883', ' nm0885883', ' nm0738682']",1976,93,447,3.2,0.02,0.77
tt7394636,Unforgiven,Russian,Russia,"Vitaly Kaloyev is an architect-engineer in Moscow, Russia. He refuses to pass the acceptance certificate for a newly finished apartment building, explaining that safety rules were violated, and its better for the construction company to face the fine and fix all potentially dangerous defects, than to put people lives at risk.",['Drama'],"['nm1166576', ' nm7406718', ' nm3474050', ' nm3107755', ' nm0330853']",2018,106,2124,6.8,1.3,6.1
tt14182646,Vendhu Thanindhathu Kaadu,Tamil,India,"Muthuveeran is aBScgraduate from a village inNaduvakurichiinTuticorin,Tamil Nadu, who spends his days picking thorns in the sun. When the field he works at catches fire, the owner threatens to call the police on Muthu. His mother, Latchumi, learns about his aggressive and impulsive behaviour when Muthu threatens to kill the owner with asickle. Fearing for Muthu's life, Latchumi takes Muthu and his younger sister, Gomathi, to their uncle, Chermadurai, to find him a job elsewhere. Chermadurai arranges for Muthu's job inChembur, Mumbai. After attending a phone call, Chermadurai is panic-stricken and gives Muthu a letter to post as soon as possible.","['Action', 'Crime', 'Drama']","['nm1167656', ' nm9783509', ' nm0704654', ' nm4474201', ' nm8145074']",2022,177,8577,7.3,3.6,10.2
tt0108442,Undercover Blues,English,United States,"Jane and Jefferson Blue are a wise-cracking couple of spies for an unnamed U.S. covert organization onmaternity leaveinNew Orleanswith their baby daughter whom they dote on (though they are unable to agree on whether her name should be Louise Jane or Jane Louise). With the baby's arrival, they have decided to move on to ""Chapter Two"" of their marriage, retiring from field assignment in an attempt to give their daughter a normal life. While they enjoy the tourism of the city and their daughter, they are the repeated targets of a low-level mugger called 'Muerte' whom they foil with relative ease each time he tries to mug them.","['Comedy', 'Crime']","['nm0000678', ' nm0000598', ' nm0789716', ' nm0001804', ' nm0588777']",1993,90,10620,6.1,20.0,12.325
tt0211714,Une pour toutes,French,France,"Three actresses decide to use their talents to seduce rich men. However, their 'perfect plan' succumbs to the hazards of life.","['Comedy', 'Romance']","['nm0547339', ' nm0001594', ' nm0553402', ' nm0219099', ' nm0262521']",1999,120,393,4.9,11.2,2.6
tt5711628,Uma,Bengali,India,"In the film, a young girl, Uma living inZurich,Switzerland, is fighting for her life due to aterminal disease. While she went on to visit a doctor, he reveals that she has hardly two months to live. Himadri is shattered after hearing this and She wants to seeDurga PujaofKolkata, the biggest celebrated festival in Bengali culture. Himadri had earlier promised Uma that he will take her to Kolkata but failed because of his busy work schedule. Himadri  takes her to Kolkata to fulfil her dream by planning to set up a fake Durga Puja with the help of some movie makers Gobindo find a director called Brahmananda Chakraborty. The failed director sees this as his opportunity to create a masterpiece, by helping a dying girl.  The director at first did not agree to the proposal of the father. Later after remembering his past and how he could not make his son's life a beautiful one, in the past it shows he was not a successful director as many of his movies failed to make a mark following which his wife and son separated from him, the director goes to the residency of Himadri and gives a proposal to creating the Durga Puja after a brief talk.Jisshu Senguptaagrees with the proposal and the director goes on to create a false set of Durga Puja. During this, they face many problems to make Uma's dream true. Mohitosh Sur resident of that society call it a mockery of the festival but the society members rebuff him, meanwhile the crew is facing problem that with whom Uma will live, Brahmananda tells that Uma will live with her mother, it is seen in flashback because of Himadri busy schedule Menoka was havingextra-marital affairwith a man named Indra a Govt Officer, after Himadri found out he divorced Menoka forcing her to leave everything including Uma who was then two years old, because as per Himadri, she cannot take the child back because of having affair after marriage as per the law, after learning about it, they finally audition for girls who will play for Uma's mother, after much failed attempts they finally find a suitable women named Marium. Meanwhile, Mohitosh tries all attempts to stop the fake festival by reaching the police but fails, he even threatens file a case in court but Gobindo bribes the lawyer brought by Mohitosh turning the tables, meanwhile Himadri bring Uma from Zürich after landing inKolkata, he find that electricity department has denied permission and the officer personally wants to meet Himadri, the officer is none other Indra, after a small argument Himadri leaves not long punching him in the nose, just he did when Menoka left with him, as he leaves with Uma for the pandal the decoration lights are switched on, Himadri receives a message from Indra learning about his side of story, it turned out Indra did not knew that Menoka was already married, and he had no intention to destroy anyone married life, as they reach Uma receives a grand welcome from everyone. Uma finally meets her mother (who is in reality an actress) after a long time. Meanwhile, Mohitosh after failed legal attempts, threatens Himadri with illegal way by calling a local Bihari goon, who points gun on Himadri to shoot him, but suddenly Uma come near that Bihari goon begging to leaving him, seeing Uma, the Bihari goon remembers his past, it turned out his father was killed in same way in front of his eyes when he was a kid, feeling mercy he lets go Himadri, instead he threantens Mohitosh to stay away from them. Days pass and puja celebration goes swiftly, on one night Indra comes to visit Himadri, where he tells someone is waiting for him in the car, the person is none other than Menoka who looks like is now married to Indra, on asking about Uma, he points her towards Maruim, and says even being her fake mom she is doing what a real mother need to do, eventually he leaves her, as Himadri leaves for Uma and Marium, Menoka cant do nothing but cry realizing her mistakes done in the past, Meanwhile, Mohitosh also learns about the reason behind the fake durga puja, and he decides he will do whatever he takes to fulfill Uma last wish.","['Drama', 'Romance']","['nm0952328', ' nm1352147', ' nm4485685', ' nm4261530', ' nm0094689']",2018,96,39,5.5,0.216,0.432
tt0985699,Valkyrie,English German,United States Germany,"During World War II, Wehrmacht Colonel Claus von Stauffenberg is stationed in Tunisia as part of the 10th Panzer Division, where he becomes increasingly disillusioned with the future of Nazi Germany under Adolf Hitler. Severely injured in an air raid, Stauffenberg loses his left eye, his right hand, and two fingers on his left hand and is repatriated to Munich to recover.","['Drama', 'History', 'Thriller']","['nm0000129', ' nm0631490', ' nm0396924', ' nm0000110', ' nm0929489']",2008,121,274992,7.1,82.5,0.0
tt3822396,Velaiyilla Pattathari,Tamil,India,"Raghuvaran is a graduate incivil engineering, but he has been unemployed for four years. Raghuvaran is adamant about working in a job related to his field only and he is unwilling to accept any other profession. Raghuvaran often comes into conflict with his father Krishnamoorthy, who considers him irresponsible. Raghuvaran's younger brother, Karthik, works for anITcompany, earning well and, evidently with his father's approval. Raghuvaran's mother, Bhuvana, however, supports Raghuvaran. Raghuvaran falls for his neighbour's daughter, Shalini who hates Raghuvaran initially, but she warms up to him after hearing about the difficulties Raghuvaran is facing and Shalini eventually reciprocates Raghuvaran's love.","['Action', 'Comedy', 'Drama']","['nm1333687', ' nm0764853', ' nm3898762', ' nm2284321', ' nm0900266']",2014,133,9520,7.9,0.96,12.96
tt1374992,Upside Down,English,"France, Canada","Adam's two-planet home world has ""dual gravity"", allowing the two planets to orbit each other in extremely close proximity. Three immutable laws of gravity exist for this two-planet system:","['Drama', 'Romance', 'Sci-Fi']","['nm0836343', ' nm0000379', ' nm0001758', ' nm0542558', ' nm1418164']",2012,109,75839,6.3,50.0,22.0
tt0067952,Villain,English,United Kingdom,"Vic Dakin is a ruthless and sadisticLondongangster. Dakin’s vicious behavior toward his associates and rivals is contrasted by his care for his elderly mother, who seems unaware of his criminal activities. Dakin is planning an ambitiousrobberyof a delivery of wages to a factory, but the heist will take place in the territory of Dakin's rival, Frank Fletcher, requiring Fletcher's agreement. They agree that Fletcher and his brother-in-law, Edgar Lowis, will accompany Dakin and his crew on the robbery.","['Crime', 'Drama', 'Thriller']","['nm0000009', ' nm0574534', ' nm0202638', ' nm0801786', ' nm0507187']",1971,98,2418,6.5,0.48,1.25
